2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.188872,0.107574
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.187877,0.107574
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.193848,0.10658
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.193848,0.110554
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.188872,0.11254
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.189867,0.10956
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.195838,0.111547
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.191857,0.111547
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.195838,0.108567
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.192853,0.099627
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.194843,0.10956
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.196833,0.118488
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.203787,0.11552
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.200814,0.123454
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.205778,0.120475
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.199819,0.123454
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.197828,0.117507
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.202792,0.113533
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.195838,0.101614
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.202792,0.102607
2017-03-02AM 6:50:39,ANPYUNG_bound,youngsanDae,Dongbusan,3,9.34375,1.199819,0.101614
